 PdfType: central
 Format: lhagrid1
 ---
0.100000E-01 0.200000E-01 0.300000E-01 0.400000E-01 0.500000E-01 0.600000E-01 0.700000E-01 0.800000E-01 0.900000E-01 0.950000E-01 0.100000E+00 0.125000E+00 0.150000E+00 0.175000E+00 0.200000E+00 0.225000E+00 0.250000E+00 0.275000E+00 0.300000E+00 0.325000E+00 0.350000E+00 0.375000E+00 0.400000E+00 0.450000E+00 0.500000E+00 0.550000E+00 0.600000E+00 0.650000E+00 0.700000E+00 0.750000E+00 0.800000E+00 0.850000E+00 0.900000E+00 0.930000E+00 0.100000E+01 
0.100000E+01 0.111803E+01 0.122474E+01 0.158114E+01 0.200000E+01 0.252982E+01 0.316228E+01 0.387298E+01 0.500000E+01 0.632456E+01 0.800000E+01 0.141421E+02 0.134164E+02 0.178885E+02 0.240832E+02 0.316228E+02 0.424264E+02 0.979796E+02 0.761577E+02 0.100000E+03 0.134164E+03 0.178885E+03 0.240832E+03 0.316228E+03 
 -5 -4 -3 -2 -1 1 2 3 4 5 21
-.304300E-15  0.131900E-15  0.255150E-01  0.308950E-01  0.913100E-01  0.308900E-01  0.802050E-01  0.255150E-01  0.131900E-15  -.304300E-15  0.686800E-02  
-.135400E-15  -.187650E-15  -.439100E-01  -.379250E-01  0.232200E-01  -.379400E-01  0.113750E-01  -.439100E-01  -.187650E-15  -.135400E-15  -.120600E+00  
-.224200E-15  -.121850E-15  -.747500E-01  -.683100E-01  -.663000E-02  -.683200E-01  -.190400E-01  -.747500E-01  -.121850E-15  -.224200E-15  -.167000E+00  
0.890000E-16  0.423800E+00  -.911500E-01  -.834300E-01  -.205350E-01  -.834650E-01  -.343700E-01  -.911500E-01  0.423800E+00  0.890000E-16  -.145900E+00  
0.227100E-15  0.446050E+00  -.497050E-01  -.409950E-01  0.228200E-01  -.410300E-01  0.781500E-02  -.497050E-01  0.446050E+00  0.227100E-15  -.979400E-02  
-.168900E-16  0.514000E+00  0.350050E-01  0.446300E-01  0.109215E+00  0.445850E-01  0.931700E-01  0.350050E-01  0.514000E+00  -.168900E-16  0.208200E+00  
0.882500E-17  0.603500E+00  0.138350E+00  0.148765E+00  0.213985E+00  0.148715E+00  0.197035E+00  0.138350E+00  0.603500E+00  0.882500E-17  0.452500E+00  
0.530000E-15  0.697000E+00  0.243050E+00  0.254185E+00  0.319895E+00  0.254105E+00  0.302215E+00  0.243050E+00  0.697000E+00  0.530000E-15  0.687900E+00  
0.275250E+01  0.817000E+00  0.376100E+00  0.387980E+00  0.454285E+00  0.387915E+00  0.435720E+00  0.376100E+00  0.817000E+00  0.275250E+01  0.980000E+00  
0.282050E+01  0.930000E+00  0.500500E+00  0.512755E+00  0.579930E+00  0.513070E+00  0.560245E+00  0.500500E+00  0.930000E+00  0.282050E+01  0.124500E+01  
0.289550E+01  0.104700E+01  0.627500E+00  0.640380E+00  0.707655E+00  0.640345E+00  0.687620E+00  0.627500E+00  0.104700E+01  0.289550E+01  0.150700E+01  
0.297100E+01  0.115900E+01  0.748000E+00  0.761990E+00  0.829355E+00  0.761645E+00  0.809010E+00  0.748000E+00  0.115900E+01  0.297100E+01  0.174800E+01  
0.307250E+01  0.130500E+01  0.905000E+00  0.919125E+00  0.987600E+00  0.919400E+00  0.965875E+00  0.905000E+00  0.130500E+01  0.307250E+01  0.205000E+01  
0.317250E+01  0.144500E+01  0.105400E+01  0.106925E+01  0.113782E+01  0.106918E+01  0.111575E+01  0.105400E+01  0.144500E+01  0.317250E+01  0.232700E+01  
0.327400E+01  0.158400E+01  0.120250E+01  0.121837E+01  0.128703E+01  0.121796E+01  0.126463E+01  0.120250E+01  0.158400E+01  0.327400E+01  0.259400E+01  
0.336450E+01  0.170700E+01  0.133300E+01  0.134947E+01  0.141872E+01  0.134928E+01  0.139553E+01  0.133300E+01  0.170700E+01  0.336450E+01  0.282100E+01  
0.345850E+01  0.183350E+01  0.146750E+01  0.148407E+01  0.155391E+01  0.148409E+01  0.152992E+01  0.146750E+01  0.183350E+01  0.345850E+01  0.304700E+01  
0.354700E+01  0.195150E+01  0.159300E+01  0.161017E+01  0.168008E+01  0.160991E+01  0.165583E+01  0.159300E+01  0.195150E+01  0.354700E+01  0.325100E+01  
0.363450E+01  0.206750E+01  0.171600E+01  0.173325E+01  0.180376E+01  0.173324E+01  0.177875E+01  0.171600E+01  0.206750E+01  0.363450E+01  0.344500E+01  
0.371050E+01  0.216800E+01  0.182300E+01  0.184082E+01  0.191141E+01  0.184059E+01  0.188617E+01  0.182300E+01  0.216800E+01  0.371050E+01  0.360800E+01  
0.378850E+01  0.227150E+01  0.193250E+01  0.195090E+01  0.202156E+01  0.195043E+01  0.199610E+01  0.193250E+01  0.227150E+01  0.378850E+01  0.377000E+01  
0.386100E+01  0.236750E+01  0.203400E+01  0.205247E+01  0.212421E+01  0.205278E+01  0.209754E+01  0.203400E+01  0.236750E+01  0.386100E+01  0.391600E+01  
0.393250E+01  0.246150E+01  0.213350E+01  0.215253E+01  0.222436E+01  0.215264E+01  0.219747E+01  0.213350E+01  0.246150E+01  0.393250E+01  0.405400E+01  
0.399400E+01  0.254300E+01  0.222000E+01  0.223958E+01  0.231149E+01  0.223951E+01  0.228442E+01  0.222000E+01  0.254300E+01  0.399400E+01  0.417000E+01  
-.117450E-15  0.656500E-16  0.646500E-01  0.782350E-01  0.151455E+00  0.782450E-01  0.130565E+00  0.646500E-01  0.656500E-16  -.117450E-15  0.240400E-01  
-.663000E-16  -.635000E-16  0.641500E-01  0.787600E-01  0.151630E+00  0.787700E-01  0.129640E+00  0.641500E-01  -.635000E-16  -.663000E-16  0.308500E-01  
-.804500E-16  -.543500E-16  0.784500E-01  0.938900E-01  0.166510E+00  0.938900E-01  0.143710E+00  0.784500E-01  -.543500E-16  -.804500E-16  0.685300E-01  
0.355100E-16  0.475800E+00  0.155200E+00  0.172535E+00  0.244665E+00  0.172535E+00  0.219865E+00  0.155200E+00  0.475800E+00  0.355100E-16  0.247600E+00  
0.978000E-16  0.555500E+00  0.250500E+00  0.269345E+00  0.341180E+00  0.269320E+00  0.314855E+00  0.250500E+00  0.555500E+00  0.978000E-16  0.456700E+00  
-.249800E-16  0.650000E+00  0.358350E+00  0.378440E+00  0.450160E+00  0.378440E+00  0.422460E+00  0.358350E+00  0.650000E+00  -.249800E-16  0.684200E+00  
0.147750E-17  0.744000E+00  0.463650E+00  0.485080E+00  0.556330E+00  0.484670E+00  0.527920E+00  0.463650E+00  0.744000E+00  0.147750E-17  0.898500E+00  
0.170450E-15  0.829500E+00  0.558000E+00  0.580035E+00  0.651835E+00  0.580165E+00  0.621965E+00  0.558000E+00  0.829500E+00  0.170450E-15  0.108500E+01  
0.211400E+01  0.933000E+00  0.672000E+00  0.695015E+00  0.766865E+00  0.695135E+00  0.735985E+00  0.672000E+00  0.933000E+00  0.211400E+01  0.130300E+01  
0.217450E+01  0.102500E+01  0.772500E+00  0.796390E+00  0.867920E+00  0.796080E+00  0.836610E+00  0.772500E+00  0.102500E+01  0.217450E+01  0.149000E+01  
0.223350E+01  0.111300E+01  0.868000E+00  0.892710E+00  0.964490E+00  0.892510E+00  0.932290E+00  0.868000E+00  0.111300E+01  0.223350E+01  0.166200E+01  
0.228750E+01  0.119200E+01  0.954500E+00  0.979470E+00  0.105157E+01  0.979430E+00  0.101853E+01  0.954500E+00  0.119200E+01  0.228750E+01  0.181100E+01  
0.235500E+01  0.129000E+01  0.106050E+01  0.108676E+01  0.115869E+01  0.108631E+01  0.112524E+01  0.106050E+01  0.129000E+01  0.235500E+01  0.198900E+01  
0.241650E+01  0.137900E+01  0.115700E+01  0.118349E+01  0.125632E+01  0.118368E+01  0.122150E+01  0.115700E+01  0.137900E+01  0.241650E+01  0.214300E+01  
0.247550E+01  0.146400E+01  0.124850E+01  0.127619E+01  0.134896E+01  0.127604E+01  0.131381E+01  0.124850E+01  0.146400E+01  0.247550E+01  0.228200E+01  
0.252500E+01  0.153550E+01  0.132650E+01  0.135434E+01  0.142710E+01  0.135390E+01  0.139166E+01  0.132650E+01  0.153550E+01  0.252500E+01  0.239500E+01  
0.257400E+01  0.160700E+01  0.140350E+01  0.143197E+01  0.150525E+01  0.143174E+01  0.146903E+01  0.140350E+01  0.160700E+01  0.257400E+01  0.250300E+01  
0.261800E+01  0.167100E+01  0.147350E+01  0.150207E+01  0.157591E+01  0.150209E+01  0.153893E+01  0.147350E+01  0.167100E+01  0.261800E+01  0.259400E+01  
0.265950E+01  0.173200E+01  0.153950E+01  0.156865E+01  0.164308E+01  0.156893E+01  0.160535E+01  0.153950E+01  0.173200E+01  0.265950E+01  0.267700E+01  
0.269400E+01  0.178400E+01  0.159550E+01  0.162521E+01  0.169972E+01  0.162527E+01  0.166179E+01  0.159550E+01  0.178400E+01  0.269400E+01  0.274300E+01  
0.272850E+01  0.183500E+01  0.165150E+01  0.168175E+01  0.175639E+01  0.168161E+01  0.171825E+01  0.165150E+01  0.183500E+01  0.272850E+01  0.280600E+01  
0.275900E+01  0.188150E+01  0.170200E+01  0.173228E+01  0.180755E+01  0.173244E+01  0.176872E+01  0.170200E+01  0.188150E+01  0.275900E+01  0.285900E+01  
0.278750E+01  0.192550E+01  0.175050E+01  0.178080E+01  0.185622E+01  0.178078E+01  0.181720E+01  0.175050E+01  0.192550E+01  0.278750E+01  0.290600E+01  
0.281100E+01  0.196250E+01  0.179100E+01  0.182180E+01  0.189787E+01  0.182213E+01  0.185819E+01  0.179100E+01  0.196250E+01  0.281100E+01  0.294400E+01  
-.656000E-16  0.451150E-16  0.106200E+00  0.128540E+00  0.196690E+00  0.128510E+00  0.167160E+00  0.106200E+00  0.451150E-16  -.656000E-16  0.486900E-01  
-.388450E-16  -.357150E-16  0.132900E+00  0.156495E+00  0.223915E+00  0.156485E+00  0.193105E+00  0.132900E+00  -.357150E-16  -.388450E-16  0.107800E+00  
-.403400E-16  -.327850E-16  0.163250E+00  0.187685E+00  0.254635E+00  0.187665E+00  0.222915E+00  0.163250E+00  -.327850E-16  -.403400E-16  0.174500E+00  
0.184350E-16  0.488200E+00  0.266350E+00  0.292920E+00  0.359085E+00  0.292915E+00  0.325180E+00  0.266350E+00  0.488200E+00  0.184350E-16  0.394900E+00  
0.587000E-16  0.578000E+00  0.369850E+00  0.397980E+00  0.463840E+00  0.397960E+00  0.428320E+00  0.369850E+00  0.578000E+00  0.587000E-16  0.607600E+00  
-.205150E-16  0.669500E+00  0.473200E+00  0.502525E+00  0.568435E+00  0.502565E+00  0.531475E+00  0.473200E+00  0.669500E+00  -.205150E-16  0.813500E+00  
-.436300E-17  0.753500E+00  0.567000E+00  0.597505E+00  0.663510E+00  0.597490E+00  0.625495E+00  0.567000E+00  0.753500E+00  -.436300E-17  0.993700E+00  
0.913000E-16  0.825500E+00  0.646500E+00  0.677830E+00  0.744130E+00  0.677870E+00  0.705170E+00  0.646500E+00  0.825500E+00  0.913000E-16  0.114200E+01  
0.176250E+01  0.910500E+00  0.740500E+00  0.772620E+00  0.839330E+00  0.772670E+00  0.799380E+00  0.740500E+00  0.910500E+00  0.176250E+01  0.131000E+01  
0.181000E+01  0.983500E+00  0.820500E+00  0.853300E+00  0.920050E+00  0.852950E+00  0.879700E+00  0.820500E+00  0.983500E+00  0.181000E+01  0.144800E+01  
0.185400E+01  0.105050E+01  0.894000E+00  0.927410E+00  0.994795E+00  0.927205E+00  0.953590E+00  0.894000E+00  0.105050E+01  0.185400E+01  0.157000E+01  
0.189200E+01  0.110900E+01  0.958000E+00  0.992465E+00  0.106054E+01  0.992460E+00  0.101853E+01  0.958000E+00  0.110900E+01  0.189200E+01  0.167200E+01  
0.193800E+01  0.117900E+01  0.103500E+01  0.106998E+01  0.113888E+01  0.107012E+01  0.109601E+01  0.103500E+01  0.117900E+01  0.193800E+01  0.178800E+01  
0.197750E+01  0.124100E+01  0.110300E+01  0.113794E+01  0.120772E+01  0.113828E+01  0.116406E+01  0.110300E+01  0.124100E+01  0.197750E+01  0.188300E+01  
0.201350E+01  0.129800E+01  0.116550E+01  0.120137E+01  0.127159E+01  0.120141E+01  0.122763E+01  0.116550E+01  0.129800E+01  0.201350E+01  0.196600E+01  
0.204300E+01  0.134500E+01  0.121700E+01  0.125326E+01  0.132392E+01  0.125308E+01  0.127973E+01  0.121700E+01  0.134500E+01  0.204300E+01  0.203000E+01  
0.207050E+01  0.139000E+01  0.126750E+01  0.130363E+01  0.137528E+01  0.130372E+01  0.133037E+01  0.126750E+01  0.139000E+01  0.207050E+01  0.208700E+01  
0.209450E+01  0.143000E+01  0.131150E+01  0.134848E+01  0.142063E+01  0.134837E+01  0.137552E+01  0.131150E+01  0.143000E+01  0.209450E+01  0.213400E+01  
0.211550E+01  0.146700E+01  0.135250E+01  0.138930E+01  0.146248E+01  0.138951E+01  0.141669E+01  0.135250E+01  0.146700E+01  0.211550E+01  0.217300E+01  
0.213250E+01  0.149750E+01  0.138650E+01  0.142363E+01  0.149731E+01  0.142369E+01  0.145137E+01  0.138650E+01  0.149750E+01  0.213250E+01  0.220200E+01  
0.214850E+01  0.152700E+01  0.141950E+01  0.145694E+01  0.153115E+01  0.145685E+01  0.148505E+01  0.141950E+01  0.152700E+01  0.214850E+01  0.222700E+01  
0.216200E+01  0.155250E+01  0.144850E+01  0.148625E+01  0.156098E+01  0.148603E+01  0.151475E+01  0.144850E+01  0.155250E+01  0.216200E+01  0.224600E+01  
0.217350E+01  0.157700E+01  0.147550E+01  0.151354E+01  0.158931E+01  0.151369E+01  0.154246E+01  0.147550E+01  0.157700E+01  0.217350E+01  0.226100E+01  
0.218250E+01  0.159650E+01  0.149800E+01  0.153634E+01  0.161211E+01  0.153590E+01  0.156566E+01  0.149800E+01  0.159650E+01  0.218250E+01  0.227200E+01  
-.421700E-16  0.344600E-16  0.146000E+00  0.176670E+00  0.233210E+00  0.176690E+00  0.195930E+00  0.146000E+00  0.344600E-16  -.421700E-16  0.788400E-01  
-.257850E-16  -.240500E-16  0.185900E+00  0.217835E+00  0.273985E+00  0.217815E+00  0.235465E+00  0.185900E+00  -.240500E-16  -.257850E-16  0.164200E+00  
-.234350E-16  -.226250E-16  0.223000E+00  0.255750E+00  0.311830E+00  0.255770E+00  0.272350E+00  0.223000E+00  -.226250E-16  -.234350E-16  0.243500E+00  
0.112300E-16  0.488150E+00  0.333450E+00  0.368230E+00  0.424565E+00  0.368235E+00  0.382970E+00  0.333450E+00  0.488150E+00  0.112300E-16  0.474600E+00  
0.397050E-16  0.577000E+00  0.434250E+00  0.470445E+00  0.527470E+00  0.470430E+00  0.484355E+00  0.434250E+00  0.577000E+00  0.397050E-16  0.677100E+00  
-.168800E-16  0.661000E+00  0.528500E+00  0.565705E+00  0.623495E+00  0.565505E+00  0.579295E+00  0.528500E+00  0.661000E+00  -.168800E-16  0.859900E+00  
-.638000E-17  0.734500E+00  0.610000E+00  0.648190E+00  0.707005E+00  0.647995E+00  0.661810E+00  0.610000E+00  0.734500E+00  -.638000E-17  0.101200E+01  
0.597000E-16  0.795000E+00  0.677000E+00  0.716080E+00  0.776005E+00  0.715995E+00  0.729920E+00  0.677000E+00  0.795000E+00  0.597000E-16  0.113300E+01  
0.152100E+01  0.865000E+00  0.754500E+00  0.793850E+00  0.855150E+00  0.793850E+00  0.808150E+00  0.754500E+00  0.865000E+00  0.152100E+01  0.126500E+01  
0.155750E+01  0.923000E+00  0.818500E+00  0.858575E+00  0.921250E+00  0.858750E+00  0.873425E+00  0.818500E+00  0.923000E+00  0.155750E+01  0.136900E+01  
0.159000E+01  0.975500E+00  0.876500E+00  0.916755E+00  0.980355E+00  0.916645E+00  0.932245E+00  0.876500E+00  0.975500E+00  0.159000E+01  0.145800E+01  
0.161750E+01  0.102000E+01  0.925500E+00  0.966425E+00  0.103142E+01  0.966575E+00  0.982575E+00  0.925500E+00  0.102000E+01  0.161750E+01  0.153000E+01  
0.164850E+01  0.107250E+01  0.983000E+00  0.102445E+01  0.109066E+01  0.102434E+01  0.104154E+01  0.983000E+00  0.107250E+01  0.164850E+01  0.160900E+01  
0.167450E+01  0.111700E+01  0.103250E+01  0.107398E+01  0.114186E+01  0.107414E+01  0.109202E+01  0.103250E+01  0.111700E+01  0.167450E+01  0.167000E+01  
0.169700E+01  0.115700E+01  0.107700E+01  0.111897E+01  0.118807E+01  0.111893E+01  0.113803E+01  0.107700E+01  0.115700E+01  0.169700E+01  0.172000E+01  
0.171400E+01  0.118900E+01  0.111300E+01  0.115500E+01  0.122520E+01  0.115480E+01  0.117500E+01  0.111300E+01  0.118900E+01  0.171400E+01  0.175600E+01  
0.172950E+01  0.121950E+01  0.114700E+01  0.118899E+01  0.126084E+01  0.118915E+01  0.121001E+01  0.114700E+01  0.121950E+01  0.172950E+01  0.178700E+01  
0.174200E+01  0.124550E+01  0.117600E+01  0.121799E+01  0.129096E+01  0.121804E+01  0.124000E+01  0.117600E+01  0.124550E+01  0.174200E+01  0.180900E+01  
0.175200E+01  0.126900E+01  0.120250E+01  0.124499E+01  0.131907E+01  0.124493E+01  0.126801E+01  0.120250E+01  0.126900E+01  0.175200E+01  0.182500E+01  
0.175950E+01  0.128750E+01  0.122400E+01  0.126603E+01  0.134112E+01  0.126589E+01  0.128996E+01  0.122400E+01  0.128750E+01  0.175950E+01  0.183500E+01  
0.176600E+01  0.130500E+01  0.124400E+01  0.128655E+01  0.136267E+01  0.128632E+01  0.131145E+01  0.124400E+01  0.130500E+01  0.176600E+01  0.184100E+01  
