q2	x	y	cme	redx	e1	e2	e3	e4	e5	e6	e7	e8	e9	e10	e11	e12	tot+	tot-	err
2.7	0.002	0.013000000000000001	319.0	0.484	0.9	-0.9	2.74	-2.74	0.9	-0.9	0.22	-0.22	0.16	-0.16	0.33	-0.33	0.5	-0.5	3.051311193569086
2.7	0.005	0.005	319.0	0.46	0.74	-0.74	1.82	-1.82	1.37	-1.37	0.38	-0.38	0.24	-0.24	-0.9	0.9	0.5	-0.5	2.5978645076292954
3.5	4.320000000000001e-05	0.8	319.0	0.868	3.1	-3.1	2.83	-2.83	3.74	-3.74	-0.07	0.07	4.91	-4.91	-0.32	0.32	0.5	-0.5	7.471405490267545
3.5	5.12e-05	0.675	319.0	0.937	2.17	-2.17	2.25	-2.25	1.66	-1.66	0.1	-0.1	2.04	-2.04	-0.01	0.01	0.5	-0.5	4.086404287390076
3.5	5.73e-05	0.677	301.0	1.0170000000000001	1.94	-1.94	3.35	-3.35	2.64	-2.64	1.16	-1.16	4.7	-4.7	0.56	-0.56	0.5	-0.5	6.760539919266804
3.5	8e-05	0.485	301.0	0.9790000000000001	0.98	-0.98	1.22	-1.22	1.02	-1.02	0.37	-0.37	1.71	-1.71	0.43	-0.43	0.5	-0.5	2.595207120828701
3.5	8e-05	0.4320000000000001	319.0	0.9540000000000001	1.26	-1.26	1.67	-1.67	0.8	-0.8	0.21	-0.21	0.37	-0.37	0.14	-0.14	0.5	-0.5	2.284097195830335
3.5	0.00013000000000000002	0.266	319.0	0.922	0.66	-0.66	0.86	-0.86	0.67	-0.67	0.27	-0.27	0.14	-0.14	0.26	-0.26	0.5	-0.5	1.3357394955604178
3.5	0.0002	0.17300000000000001	319.0	0.858	0.68	-0.68	0.83	-0.83	0.69	-0.69	0.27	-0.27	-0.09	0.09	0.21	-0.21	0.5	-0.5	1.3238202294873729
3.5	0.00032	0.10800000000000001	319.0	0.795	0.72	-0.72	0.88	-0.88	0.75	-0.75	0.44	-0.44	0.17	-0.17	0.04	-0.04	0.5	-0.5	1.4420124826089404
3.5	0.0005	0.069	319.0	0.754	0.75	-0.75	1.17	-1.17	0.77	-0.77	0.24	-0.24	0.14	-0.14	0.33	-0.33	0.5	-0.5	1.6463292501805342
3.5	0.0008	0.043	319.0	0.6629999999999999	0.67	-0.67	1.16	-1.16	0.8	-0.8	0.23	-0.23	-0.22	0.22	0.24	-0.24	0.5	-0.5	1.6104036761011196
3.5	0.0013	0.027000000000000003	319.0	0.627	0.87	-0.87	1.38	-1.38	0.86	-0.86	0.29	-0.29	0.2	-0.2	0.17	-0.17	0.5	-0.5	1.8851790365904242
3.5	0.002	0.017	319.0	0.5710000000000001	0.51	-0.51	0.87	-0.87	0.73	-0.73	0.33	-0.33	0.03	-0.03	0.15	-0.15	0.5	-0.5	1.2969965304502549
3.5	0.008	0.004	319.0	0.46299999999999997	0.59	-0.59	1.12	-1.12	1.03	-1.03	0.38	-0.38	0.13	-0.13	0.0	-0.0	0.5	-0.5	1.6806843844101131
4.5	6.18e-05	0.72	319.0	0.9570000000000001	3.13	-3.13	2.78	-2.78	3.52	-3.52	0.16	-0.16	4.8	-4.8	0.7	-0.7	0.5	-0.5	7.312407264369237
4.5	7.32e-05	0.607	319.0	1.018	1.6	-1.6	2.21	-2.21	1.11	-1.11	0.13	-0.13	1.06	-1.06	-0.01	0.01	0.5	-0.5	3.1331773010795287
4.5	8.18e-05	0.61	301.0	1.1179999999999999	1.6	-1.6	1.06	-1.06	1.45	-1.45	0.84	-0.84	2.58	-2.58	0.61	-0.61	0.5	-0.5	3.6769824584841295
4.5	0.00013000000000000002	0.384	301.0	1.015	1.02	-1.02	1.68	-1.68	0.81	-0.81	0.31	-0.31	0.61	-0.61	0.35	-0.35	0.5	-0.5	2.2604424345689496
4.5	0.00013000000000000002	0.342	319.0	1.031	1.3	-1.3	1.0	-1.0	0.7	-0.7	0.3	-0.3	0.33	-0.33	0.21	-0.21	0.5	-0.5	1.8501351301999536
4.5	0.0002	0.222	319.0	0.9670000000000001	0.74	-0.74	0.91	-0.91	0.71	-0.71	0.32	-0.32	-0.02	0.02	0.25	-0.25	0.5	-0.5	1.4300699283601486
4.5	0.00032	0.139	319.0	0.898	0.8	-0.8	0.96	-0.96	0.66	-0.66	0.22	-0.22	0.0	-0.0	0.14	-0.14	0.5	-0.5	1.4370803735351758
4.5	0.0005	0.08900000000000001	319.0	0.8	0.83	-0.83	0.88	-0.88	0.74	-0.74	0.46	-0.46	-0.02	0.02	0.25	-0.25	0.5	-0.5	1.5117539482336404
4.5	0.0008	0.055999999999999994	319.0	0.7240000000000001	0.82	-0.82	1.29	-1.29	0.76	-0.76	0.22	-0.22	-0.11	0.11	0.16	-0.16	0.5	-0.5	1.7321085416335775
4.5	0.0013	0.034	319.0	0.669	0.85	-0.85	1.31	-1.31	0.87	-0.87	0.26	-0.26	0.0	-0.0	0.09	-0.09	0.5	-0.5	1.8086459023258257
4.5	0.002	0.022000000000000002	319.0	0.618	0.88	-0.88	1.31	-1.31	0.79	-0.79	0.2	-0.2	-0.34	0.34	0.24	-0.24	0.5	-0.5	1.8242258632088293
4.5	0.0032	0.013999999999999999	319.0	0.575	0.67	-0.67	1.23	-1.23	0.86	-0.86	0.28	-0.28	0.1	-0.1	0.29	-0.29	0.5	-0.5	1.6952580924449232
6.5	8.03e-05	0.8	319.0	1.078	3.11	-3.11	2.64	-2.64	2.44	-2.44	0.08	-0.08	3.33	-3.33	0.12	-0.12	0.5	-0.5	5.805600744109089
6.5	9.51e-05	0.757	301.0	1.165	2.41	-2.41	0.99	-0.99	2.8	-2.8	0.7	-0.7	4.23	-4.23	0.47	-0.47	0.5	-0.5	5.764720288097247
6.5	9.51e-05	0.675	319.0	1.05	2.96	-2.96	2.31	-2.31	1.64	-1.64	0.09	-0.09	2.09	-2.09	0.03	-0.03	0.5	-0.5	4.600478236009817
6.5	0.00013000000000000002	0.5539999999999999	301.0	1.18	1.11	-1.11	0.6	-0.6	1.04	-1.04	0.43	-0.43	1.84	-1.84	0.39	-0.39	0.5	-0.5	2.52909074570289
6.5	0.00013000000000000002	0.494	319.0	1.122	1.67	-1.67	2.22	-2.22	0.83	-0.83	0.17	-0.17	0.2	-0.2	0.01	-0.01	0.5	-0.5	2.911219675668602
6.5	0.0002	0.36	301.0	1.1179999999999999	1.15	-1.15	1.41	-1.41	0.78	-0.78	0.32	-0.32	0.29	-0.29	0.41	-0.41	0.5	-0.5	2.067268729507608
6.5	0.0002	0.321	319.0	1.131	1.08	-1.08	0.63	-0.63	0.69	-0.69	0.2	-0.2	0.29	-0.29	0.24	-0.24	0.5	-0.5	1.4903355326905414
6.5	0.00032	0.201	319.0	1.006	0.78	-0.78	0.73	-0.73	0.67	-0.67	0.25	-0.25	-0.18	0.18	0.1	-0.1	0.5	-0.5	1.3019600608313606
6.5	0.0005	0.128	319.0	0.938	0.74	-0.74	1.16	-1.16	0.73	-0.73	0.22	-0.22	0.17	-0.17	0.13	-0.13	0.5	-0.5	1.5875452749449384
6.5	0.0008	0.08	319.0	0.857	0.79	-0.79	0.89	-0.89	0.73	-0.73	0.36	-0.36	0.01	-0.01	0.3	-0.3	0.5	-0.5	1.4726846234004074
6.5	0.0013	0.049	319.0	0.7609999999999999	0.8	-0.8	1.08	-1.08	0.72	-0.72	0.21	-0.21	-0.02	0.02	0.11	-0.11	0.5	-0.5	1.5431785379534022
6.5	0.002	0.032	319.0	0.6990000000000001	0.75	-0.75	0.87	-0.87	0.69	-0.69	0.11	-0.11	-0.05	0.05	0.3	-0.3	0.5	-0.5	1.3784411485442531
6.5	0.0032	0.02	319.0	0.644	0.67	-0.67	1.2	-1.2	0.83	-0.83	0.25	-0.25	0.07	-0.07	0.11	-0.11	0.5	-0.5	1.6301226947687095
6.5	0.005	0.013000000000000001	319.0	0.581	0.94	-0.94	0.85	-0.85	0.89	-0.89	0.16	-0.16	0.05	-0.05	0.28	-0.28	0.5	-0.5	1.5826244026931973
8.5	0.000105	0.8	319.0	1.178	3.72	-3.72	2.8	-2.8	2.14	-2.14	0.1	-0.1	2.88	-2.88	0.45	-0.45	0.5	-0.5	5.896176727337807
8.5	0.000124	0.675	319.0	1.209	2.26	-2.26	2.28	-2.28	1.05	-1.05	0.12	-0.12	0.92	-0.92	-0.04	0.04	0.5	-0.5	3.502984441872387
8.5	0.000139	0.6779999999999999	301.0	1.181	1.59	-1.59	1.25	-1.25	2.32	-2.32	0.84	-0.84	5.61	-5.61	0.51	-0.51	0.5	-0.5	6.4738551111374125
8.5	0.0002	0.47100000000000003	301.0	1.2209999999999999	1.07	-1.07	0.81	-0.81	0.83	-0.83	0.31	-0.31	1.07	-1.07	0.27	-0.27	0.5	-0.5	1.950333304848174
8.5	0.0002	0.42	319.0	1.178	1.52	-1.52	2.22	-2.22	0.79	-0.79	0.18	-0.18	0.03	-0.03	-0.01	0.01	0.5	-0.5	2.8100355869632687
8.5	0.00032	0.262	319.0	1.115	0.85	-0.85	0.84	-0.84	0.66	-0.66	0.32	-0.32	-0.05	0.05	0.16	-0.16	0.5	-0.5	1.412161463856028
8.5	0.0005	0.168	319.0	1.022	0.81	-0.81	0.93	-0.93	0.67	-0.67	0.22	-0.22	-0.19	0.19	0.15	-0.15	0.5	-0.5	1.4411453778158538
8.5	0.0008	0.105	319.0	0.9359999999999999	0.88	-0.88	0.8	-0.8	0.69	-0.69	0.23	-0.23	-0.03	0.03	0.09	-0.09	0.5	-0.5	1.3972830779766854
8.5	0.0013	0.065	319.0	0.8440000000000001	0.91	-0.91	0.83	-0.83	0.68	-0.68	0.23	-0.23	0.02	-0.02	0.25	-0.25	0.5	-0.5	1.4474805698177784
8.5	0.002	0.042	319.0	0.773	0.98	-0.98	1.32	-1.32	0.76	-0.76	0.19	-0.19	-0.02	0.02	0.14	-0.14	0.5	-0.5	1.8266088798645428
8.5	0.0032	0.026000000000000002	319.0	0.664	1.03	-1.03	1.33	-1.33	0.82	-0.82	0.17	-0.17	-0.22	0.22	0.27	-0.27	0.5	-0.5	1.9111253229445733
8.5	0.005	0.017	319.0	0.635	0.76	-0.76	1.25	-1.25	0.8	-0.8	0.25	-0.25	0.03	-0.03	0.37	-0.37	0.5	-0.5	1.7263835031649253
10.0	0.00013000000000000002	0.853	301.0	1.141	4.39	-4.39	1.41	-1.41	3.68	-3.68	1.21	-1.21	4.94	-4.94	0.71	-0.71	0.5	-0.5	7.821406523126131
10.0	0.0002	0.5539999999999999	301.0	1.248	2.1	-2.1	1.33	-1.33	1.34	-1.34	0.57	-0.57	1.54	-1.54	0.23	-0.23	0.5	-0.5	3.274736630631538
10.0	0.00032	0.309	319.0	1.153	1.9	-1.9	1.12	-1.12	0.84	-0.84	0.37	-0.37	0.28	-0.28	-0.03	0.03	0.5	-0.5	2.405452140450938
10.0	0.0005	0.198	319.0	1.069	1.77	-1.77	1.19	-1.19	0.76	-0.76	0.17	-0.17	-0.06	0.06	-0.22	0.22	0.5	-0.5	2.281994741448805
10.0	0.0008	0.124	319.0	0.983	1.83	-1.83	1.31	-1.31	0.73	-0.73	0.2	-0.2	-0.11	0.11	-0.09	0.09	0.5	-0.5	2.3786761023729146
10.0	0.0013	0.076	319.0	0.898	2.11	-2.11	1.21	-1.21	0.93	-0.93	-0.01	0.01	0.01	-0.01	-0.03	0.03	0.5	-0.5	2.6042657314490776
10.0	0.002	0.049	319.0	0.809	2.03	-2.03	1.77	-1.77	0.8	-0.8	0.23	-0.23	0.04	-0.04	0.39	-0.39	0.5	-0.5	2.8461201661208886
10.0	0.005	0.02	319.0	0.633	1.11	-1.11	0.77	-0.77	0.82	-0.82	0.19	-0.19	0.02	-0.02	0.47	-0.47	0.5	-0.5	1.659759018653009
12.0	0.000161	0.826	301.0	1.238	4.1	-4.1	3.78	-3.78	0.93	-0.93	0.34	-0.34	0.21	-0.21	0.04	-0.04	0.5	-0.5	5.6678567377801645
12.0	0.0002	0.665	301.0	1.2930000000000001	1.19	-1.19	1.34	-1.34	1.86	-1.86	0.8	-0.8	2.58	-2.58	0.35	-0.35	0.5	-0.5	3.7536915163609286
12.0	0.0002	0.593	319.0	1.314	1.21	-1.21	0.71	-0.71	2.41	-2.41	0.28	-0.28	2.59	-2.59	0.12	-0.12	0.5	-0.5	3.818009952841925
12.0	0.00032	0.41600000000000004	301.0	1.2329999999999999	0.78	-0.78	1.51	-1.51	0.85	-0.85	0.39	-0.39	0.63	-0.63	0.27	-0.27	0.5	-0.5	2.057401273451536
12.0	0.00032	0.371	319.0	1.2329999999999999	0.81	-0.81	0.59	-0.59	0.74	-0.74	0.27	-0.27	0.55	-0.55	0.13	-0.13	0.5	-0.5	1.3943098651304164
12.0	0.0005	0.237	319.0	1.153	0.54	-0.54	0.66	-0.66	0.65	-0.65	0.27	-0.27	0.13	-0.13	0.09	-0.09	0.5	-0.5	1.1169601604354562
12.0	0.0008	0.14800000000000002	319.0	1.056	0.68	-0.68	0.56	-0.56	0.64	-0.64	0.25	-0.25	-0.01	0.01	0.13	-0.13	0.5	-0.5	1.1247666424641158
12.0	0.0013	0.091	319.0	0.941	1.02	-1.02	0.83	-0.83	0.65	-0.65	0.21	-0.21	-0.08	0.08	0.18	-0.18	0.5	-0.5	1.494891300396119
12.0	0.002	0.059000000000000004	319.0	0.856	1.03	-1.03	0.94	-0.94	0.65	-0.65	0.1	-0.1	-0.02	0.02	0.15	-0.15	0.5	-0.5	1.5491610632855448
12.0	0.0032	0.037000000000000005	319.0	0.757	1.12	-1.12	1.36	-1.36	0.75	-0.75	0.17	-0.17	-0.13	0.13	0.27	-0.27	0.5	-0.5	1.9455590456215923
12.0	0.005	0.024	319.0	0.682	0.85	-0.85	1.26	-1.26	0.8	-0.8	0.22	-0.22	0.08	-0.08	0.13	-0.13	0.5	-0.5	1.738332534355841
15.0	0.0002	0.831	301.0	1.27	3.19	-3.19	3.61	-3.61	0.93	-0.93	0.34	-0.34	0.21	-0.21	0.04	-0.04	0.5	-0.5	4.9228447060617295
15.0	0.000246	0.6759999999999999	301.0	1.37	1.17	-1.17	1.52	-1.52	1.39	-1.39	0.51	-0.51	1.94	-1.94	0.38	-0.38	0.5	-0.5	3.1272192120156843
15.0	0.00032	0.52	301.0	1.3	0.94	-0.94	1.36	-1.36	0.92	-0.92	0.47	-0.47	1.07	-1.07	0.11	-0.11	0.5	-0.5	2.226544407821232
15.0	0.00032	0.46299999999999997	319.0	1.324	0.84	-0.84	0.7	-0.7	1.35	-1.35	0.26	-0.26	1.32	-1.32	0.12	-0.12	0.5	-0.5	2.200568108466539
15.0	0.0005	0.29600000000000004	319.0	1.217	0.47	-0.47	0.65	-0.65	0.66	-0.66	0.29	-0.29	0.21	-0.21	0.11	-0.11	0.5	-0.5	1.1042191811411357
15.0	0.0008	0.185	319.0	1.115	0.47	-0.47	0.63	-0.63	0.65	-0.65	0.27	-0.27	0.09	-0.09	0.05	-0.05	0.5	-0.5	1.0600943354249186
15.0	0.0013	0.114	319.0	0.988	0.51	-0.51	0.65	-0.65	0.69	-0.69	0.27	-0.27	0.04	-0.04	0.11	-0.11	0.5	-0.5	1.1159301053381434
15.0	0.002	0.07400000000000001	319.0	0.875	0.53	-0.53	0.66	-0.66	0.72	-0.72	0.26	-0.26	0.04	-0.04	0.24	-0.24	0.5	-0.5	1.1669190203266036
15.0	0.0032	0.046	319.0	0.789	0.56	-0.56	0.78	-0.78	0.7	-0.7	0.26	-0.26	0.05	-0.05	0.22	-0.22	0.5	-0.5	1.2371337841963577
15.0	0.005	0.03	319.0	0.718	0.59	-0.59	0.62	-0.62	0.65	-0.65	0.24	-0.24	0.04	-0.04	0.29	-0.29	0.5	-0.5	1.1394296819023104
15.0	0.008	0.019	319.0	0.636	0.5	-0.5	0.73	-0.73	0.67	-0.67	0.25	-0.25	0.04	-0.04	0.22	-0.22	0.5	-0.5	1.1594395197680645
18.0	0.000268	0.745	301.0	1.3319999999999999	3.24	-3.24	3.67	-3.67	0.92	-0.92	0.34	-0.34	0.21	-0.21	0.04	-0.04	0.5	-0.5	4.997419334016309
18.0	0.000328	0.608	301.0	1.375	1.25	-1.25	1.67	-1.67	1.03	-1.03	0.45	-0.45	1.07	-1.07	0.31	-0.31	0.5	-0.5	2.6183582642564405
18.0	0.0005	0.39899999999999997	301.0	1.276	0.93	-0.93	1.0	-1.0	0.86	-0.86	0.51	-0.51	0.9	-0.9	0.19	-0.19	0.5	-0.5	1.9263177308014376
18.0	0.0005	0.35600000000000004	319.0	1.2770000000000001	0.73	-0.73	0.7	-0.7	0.79	-0.79	0.26	-0.26	0.53	-0.53	0.14	-0.14	0.5	-0.5	1.4195421797185177
18.0	0.0008	0.222	319.0	1.168	0.46	-0.46	0.59	-0.59	0.65	-0.65	0.27	-0.27	0.12	-0.12	0.1	-0.1	0.5	-0.5	1.038989894079822
18.0	0.0013	0.13699999999999998	319.0	1.052	0.46	-0.46	0.63	-0.63	0.66	-0.66	0.28	-0.28	0.08	-0.08	0.07	-0.07	0.5	-0.5	1.0648004507887852
18.0	0.002	0.08900000000000001	319.0	0.95	0.51	-0.51	0.62	-0.62	0.69	-0.69	0.25	-0.25	0.05	-0.05	0.07	-0.07	0.5	-0.5	1.0911003620199198
18.0	0.0032	0.055999999999999994	319.0	0.836	0.53	-0.53	0.65	-0.65	0.66	-0.66	0.25	-0.25	0.04	-0.04	0.21	-0.21	0.5	-0.5	1.1167810886650973
18.0	0.005	0.036000000000000004	319.0	0.75	0.56	-0.56	0.6	-0.6	0.65	-0.65	0.24	-0.24	0.03	-0.03	0.24	-0.24	0.5	-0.5	1.1009995458672996
18.0	0.008	0.022000000000000002	319.0	0.6679999999999999	0.45	-0.45	0.66	-0.66	0.7	-0.7	0.25	-0.25	0.04	-0.04	0.24	-0.24	0.5	-0.5	1.1179445424528
22.0	0.0005	0.488	301.0	1.3419999999999999	2.56	-2.56	1.22	-1.22	1.13	-1.13	1.1	-1.1	1.33	-1.33	0.46	-0.46	0.5	-0.5	3.5368630168554733
22.0	0.0008	0.272	319.0	1.2690000000000001	2.19	-2.19	0.65	-0.65	0.8	-0.8	0.25	-0.25	0.31	-0.31	0.04	-0.04	0.5	-0.5	2.4533242753455973
22.0	0.0013	0.16699999999999998	319.0	1.071	2.25	-2.25	1.4	-1.4	0.86	-0.86	0.23	-0.23	-0.07	0.07	-0.24	0.24	0.5	-0.5	2.8066884401372376
22.0	0.002	0.109	319.0	1.0190000000000001	2.71	-2.71	0.77	-0.77	0.85	-0.85	0.61	-0.61	-0.01	0.01	0.3	-0.3	0.5	-0.5	3.02021522411897
22.0	0.0032	0.068	319.0	0.9059999999999999	2.55	-2.55	1.18	-1.18	0.74	-0.74	0.01	-0.01	0.06	-0.06	-0.2	0.2	0.5	-0.5	2.9131083055732754
22.0	0.005	0.043	319.0	0.774	2.36	-2.36	0.89	-0.89	0.71	-0.71	0.24	-0.24	0.0	-0.0	0.39	-0.39	0.5	-0.5	2.659981202941103
22.0	0.008	0.027000000000000003	319.0	0.66	2.42	-2.42	0.93	-0.93	0.76	-0.76	0.42	-0.42	0.04	-0.04	0.57	-0.57	0.5	-0.5	2.7931702418578066
27.0	0.000335	0.894	301.0	1.402	4.09	-4.09	3.92	-3.92	0.91	-0.91	0.34	-0.34	0.21	-0.21	0.05	-0.05	0.5	-0.5	5.751938803568758
27.0	0.00041	0.73	301.0	1.4169999999999998	1.15	-1.15	2.1	-2.1	1.08	-1.08	0.43	-0.43	1.06	-1.06	0.16	-0.16	0.5	-0.5	2.869320477046787
27.0	0.0005	0.599	301.0	1.4180000000000001	1.15	-1.15	1.46	-1.46	0.83	-0.83	0.57	-0.57	0.81	-0.81	0.28	-0.28	0.5	-0.5	2.2808770243044667
27.0	0.0005	0.534	319.0	1.42	0.94	-0.94	0.75	-0.75	1.08	-1.08	0.26	-0.26	0.98	-0.98	0.15	-0.15	0.5	-0.5	1.9138965489283897
27.0	0.0008	0.374	301.0	1.296	2.45	-2.45	0.83	-0.83	0.77	-0.77	0.51	-0.51	0.48	-0.48	0.3	-0.3	0.5	-0.5	2.8044250747702284
27.0	0.0008	0.33299999999999996	319.0	1.298	0.47	-0.47	0.72	-0.72	0.65	-0.65	0.27	-0.27	0.15	-0.15	0.13	-0.13	0.5	-0.5	1.1287603820120549
27.0	0.0013	0.205	319.0	1.1640000000000001	0.47	-0.47	0.65	-0.65	0.66	-0.66	0.28	-0.28	0.09	-0.09	0.09	-0.09	0.5	-0.5	1.0833282051160673
27.0	0.002	0.133	319.0	1.054	0.52	-0.52	0.64	-0.64	0.67	-0.67	0.25	-0.25	0.05	-0.05	0.08	-0.08	0.5	-0.5	1.0955820370926133
27.0	0.0032	0.083	319.0	0.92	0.53	-0.53	0.66	-0.66	0.68	-0.68	0.25	-0.25	0.04	-0.04	0.21	-0.21	0.5	-0.5	1.1345042970390198
27.0	0.005	0.053	319.0	0.8059999999999999	0.54	-0.54	0.65	-0.65	0.67	-0.67	0.28	-0.28	0.04	-0.04	0.21	-0.21	0.5	-0.5	1.1345042970390198
27.0	0.008	0.033	319.0	0.7120000000000001	0.57	-0.57	0.66	-0.66	0.67	-0.67	0.25	-0.25	0.04	-0.04	0.23	-0.23	0.5	-0.5	1.1516944039110375
35.0	0.0005740000000000001	0.6759999999999999	301.0	1.521	1.36	-1.36	2.01	-2.01	0.92	-0.92	0.4	-0.4	0.71	-0.71	0.11	-0.11	0.5	-0.5	2.7225539480421688
35.0	0.0008	0.485	301.0	1.4069999999999998	0.95	-0.95	0.81	-0.81	0.83	-0.83	0.79	-0.79	0.72	-0.72	0.21	-0.21	0.5	-0.5	1.8531324831214848
35.0	0.0008	0.4320000000000001	319.0	1.395	0.83	-0.83	0.74	-0.74	0.78	-0.78	0.25	-0.25	0.38	-0.38	0.14	-0.14	0.5	-0.5	1.439235908390282
35.0	0.0013	0.266	319.0	1.234	0.54	-0.54	0.51	-0.51	0.64	-0.64	0.31	-0.31	0.11	-0.11	0.04	-0.04	0.5	-0.5	1.0349396117648606
35.0	0.002	0.17300000000000001	319.0	1.1079999999999999	0.55	-0.55	0.57	-0.57	0.64	-0.64	0.3	-0.3	0.08	-0.08	0.05	-0.05	0.5	-0.5	1.0657860948614408
35.0	0.0032	0.10800000000000001	319.0	0.976	0.58	-0.58	0.59	-0.59	0.69	-0.69	0.2	-0.2	0.02	-0.02	0.08	-0.08	0.5	-0.5	1.0988175462741756
35.0	0.005	0.069	319.0	0.857	0.6	-0.6	0.54	-0.54	0.67	-0.67	0.27	-0.27	0.04	-0.04	0.23	-0.23	0.5	-0.5	1.1081064930772673
35.0	0.008	0.043	319.0	0.7509999999999999	0.6	-0.6	0.58	-0.58	0.67	-0.67	0.28	-0.28	0.04	-0.04	0.27	-0.27	0.5	-0.5	1.1393857994551275
45.0	0.0008	0.624	301.0	1.493	1.8	-1.8	1.45	-1.45	1.41	-1.41	0.7	-0.7	1.23	-1.23	0.72	-0.72	0.5	-0.5	3.1387736458687168
45.0	0.0008	0.556	319.0	1.4680000000000002	1.38	-1.38	0.89	-0.89	0.8	-0.8	0.25	-0.25	0.51	-0.51	0.17	-0.17	0.5	-0.5	1.9204166214652485
45.0	0.0013	0.384	301.0	1.317	0.95	-0.95	0.61	-0.61	0.78	-0.78	0.56	-0.56	0.12	-0.12	-0.1	0.1	0.5	-0.5	1.4903019828209316
45.0	0.0013	0.342	319.0	1.3159999999999998	0.87	-0.87	0.76	-0.76	0.65	-0.65	0.25	-0.25	0.14	-0.14	0.14	-0.14	0.5	-0.5	1.3633414832682236
45.0	0.002	0.222	319.0	1.163	0.61	-0.61	0.57	-0.57	0.63	-0.63	0.28	-0.28	0.07	-0.07	0.08	-0.08	0.5	-0.5	1.0879338215167318
45.0	0.0032	0.139	319.0	1.0170000000000001	0.62	-0.62	0.55	-0.55	0.65	-0.65	0.27	-0.27	0.05	-0.05	0.1	-0.1	0.5	-0.5	1.0930690737551767
45.0	0.005	0.08900000000000001	319.0	0.903	0.65	-0.65	0.52	-0.52	0.64	-0.64	0.22	-0.22	0.02	-0.02	0.18	-0.18	0.5	-0.5	1.0879797792238604
45.0	0.008	0.055999999999999994	319.0	0.785	0.67	-0.67	0.53	-0.53	0.65	-0.65	0.24	-0.24	0.05	-0.05	0.07	-0.07	0.5	-0.5	1.1033131921625878
